time,velocity
1.0108500507376474, -0.11240340332527765
1.1700882054484434, 1.6064319725236036
1.2493169932089612, 2.6086956521739006
1.4362657091561937, 4.185465615486686
1.4362657091561937, 4.185465615486686
1.4881742252751546, 5.186948715947228
1.5677933026305522, 6.0463664038716685
1.702833502458824, 6.621653266723905
1.702833502458824, 6.621653266723905
1.8343610959331826, 8.482554055108881
1.88744048083678, 9.05549918039185
1.993989540238857, 10.05854343923191
1.993989540238857, 10.05854343923191
1.7282023261259847, 7.33666380454296
1.7812817110295833, 7.909608929825925
1.328545780969479, 3.6109593318242057
1.0900788384981661, 0.8898602763250292
1.9131995940988216, 9.627663726485045
1.5693544610100691, 5.474982436968225
1.5693544610100691, 5.474982436968225
1.4624151120131128, 4.614784169854022
1.3027866677074387, 3.0387947857310067
1.2235578799469207, 2.036531106080705
1.0362188744048084, 0.602607134493784
2.0759503551635303, 10.060885176801186
2.1852314417297642, 10.06400749356022
2.2671922566544365, 10.066349231129497
2.37647334322067, 10.069471547888533
2.48614471938178, 9.92974787292171
2.568105534306456, 9.932089610490976
2.568105534306456, 9.932089610490976
2.6500663492311296, 9.934431348060263
2.759347435797362, 9.937553664819296
2.895948794005151, 9.941456560768085
3.0044493013816234, 10.23027086097884
3.057918975880103, 10.660369994535941
3.1109983607837015, 11.233315119818899
3.1644680352821792, 11.663414253376
3.2179377097806565, 12.093513386933104
3.2714073842791347, 12.523612520490202
3.3248770587776133, 12.953711654047302
3.3783467332760897, 13.3838107876044
3.4048864257278892, 13.670283350245882
3.4583561002263687, 14.100382483802985
3.4583561002263687, 14.100382483802985
3.511435485129965, 14.673327609085941
3.564905159628441, 15.103426742643045
3.618374834126921, 15.533525876200137
3.6991647802669587, 15.964405588947002
3.725314183123879, 16.393724143314337
3.7783935680274747, 16.9666692685973
3.859183514167513, 17.39754898134416
3.91226289907111, 17.97049410662712
3.966122863164468, 18.25774724845835
4.075403949730698, 18.26086956521739
4.157364764655375, 18.263211302786665
4.266645851221605, 18.2663336195457
4.34860666614628, 18.26867535711498
4.457497463117632, 18.414643665599876
4.567168839278743, 18.27491999063305
4.676449925844977, 18.278042307392084
4.813051284052767, 18.281945203340882
4.9227226602138785, 18.14222152837405
5.002732027164157, 18.858793224572636
5.082741394114432, 19.575364920771214
5.190461322301146, 20.149871204433687
5.243930996799624, 20.579970337990787
5.324330653344782, 21.15369604246351
5.377410038248379, 21.72664116774647
5.4578096947935375, 22.300366872219186
5.56552962298025, 22.874873155881666
5.645929279525407, 23.448598860354387
5.7536492077121215, 24.02310514401687
5.806728592615721, 24.596050269299823
5.887128249160877, 25.169775973772545
5.970650222465066, 24.60073374443838
6.026851924127704, 24.030910935914456
6.083053625790337, 23.461088127390532
6.166575599094528, 22.892045898056367
6.223167590352041, 22.179377097806576
6.223167590352041, 22.179377097806576
6.279759581609554, 21.466708297556792
6.336351572867069, 20.75403949730701
6.392553274529699, 20.184216688783078
6.448754976192335, 19.61439388025915
6.505346967449847, 18.90172508000937
6.561938958707359, 18.189056279759576
6.645460932011551, 17.62001405042541
6.702052923269066, 16.907345250175634
6.785574896573257, 16.338303020841458
6.86909686987745, 15.769260791507296
6.925688861134964, 15.056591991257514
6.9775973772539235, 16.058075091718052
6.979158535633441, 15.486691124814609
7.002966200921083, 16.773085629537114
7.055655296229802, 17.488876746545937
7.1083443915385205, 18.204667863554754
7.161033486847239, 18.92045898056358
7.186012020919523, 19.778315510108502
7.2660213878698015, 20.494887206307084
7.318320193583637, 21.35352431504176
7.3436890172507985, 22.06853485286083
7.396378112559517, 22.78432596986965
7.396378112559517, 22.78432596986965
7.449067207868238, 23.50011708687846
7.501366013582078, 24.358754195613148
7.554055108890799, 25.07454531262198
7.606744204199515, 25.790336429630795
7.659433299508237, 26.506127546639615
7.475216610725158, 23.929435641245803
7.711732105222072, 27.364764655374298
7.737100928889234, 28.079775193193353
7.684802123175395, 27.221138084458676
7.789790024197952, 28.795566310202187
7.843259698696433, 29.22566544375927
7.895948794005152, 29.9414565607681
7.9220981968620725, 30.370775115135444
8.058309265474982, 30.517524002810088
8.167590352041215, 30.520646319569135
8.304191710249006, 30.52454921551792
8.413472796815237, 30.527671532276955
8.522753883381469, 30.530793849035994
8.522753883381469, 30.530793849035994
8.6320349699477, 30.533916165795027
8.768636328155491, 30.53781906174382
8.87791741472172, 30.540941378502854
8.934119116384355, 29.971118569978938
8.936070564358756, 29.25688861134962
8.964951994379833, 28.686285223635934
8.967293731949102, 27.829209273280785
8.996565451565061, 27.115759893841233
9.025837171181019, 26.40231051440169
9.054718601202092, 25.83170712668801
9.083209741628286, 25.403949730700184
9.085161189602683, 24.689719772070887
9.114432909218637, 23.976270392631335
9.143704628834595, 23.26282101319179
9.172586058855668, 22.692217625478108
9.201857778471625, 21.978768246038562
9.20380922644602, 21.264538287409252
9.2326906564671, 20.69393489969557
9.261962376083051, 19.980485520256032
9.261962376083051, 19.980485520256032
9.291234095699009, 19.267036140816483
9.319725236125207, 18.83927874482867
9.321676684099602, 18.125048786199365
9.378268675357115, 17.412379985949567
9.379829833736633, 16.840996019046134
9.437202404183907, 15.84263523534462
9.38139099211615, 16.26961205214269
9.468035282179377, 14.557801889001638
9.470377019748653, 13.700725938646466
9.470377019748653, 13.700725938646466
9.49964873936461, 12.987276559206926
9.529310748575442, 12.130981188041527
9.587463898212475, 10.846928420888295
9.438763562563423, 15.27125126844119
9.558192178596517, 11.560377800327831
9.61634532823355, 10.276325033174613
9.644836468659744, 9.848567637186774
9.646397627039262, 9.277183670283346
9.675279057060338, 8.706580282569648
9.731871048317853, 7.993911482319895
9.73460307548201, 6.993989540238853
9.791585356334403, 6.13847474826322
9.706111935055812, 7.421746936226659
9.792756225119039, 5.709936773085602
9.794317383498559, 5.138552806182189
9.823198813519632, 4.567949418468508
9.880571383966908, 3.569588634766979
9.824759971899152, 3.9965654515650293
9.827101709468426, 3.139489501209896
9.883693700725942, 2.426820700960108
9.912575130747014, 1.8562173132464288
9.941846850362968, 1.1427679338068568
9.998438841620484, 0.43009913355709983
10.108110217781594, 0.2903754585902618
10.299352119272498, 0.29583951291855826
10.435953477480291, 0.29974240886737924
10.545234564046524, 0.3028647256263852
10.681835922254312, 0.306767621575192
10.189680743111388, 0.43556318788538384
10.818827570056984, 0.16782452579812457
10.982358910311454, 0.31535399266252995
11.007727733978614, 1.0303645304815987
11.115447662165327, 1.6048708141440944
11.168136757474045, 2.320661931152893
11.220825852782765, 3.036453048161719
11.301225509327923, 3.6101787526344644
11.326984622589965, 4.18234329872767
11.380454297088441, 4.612442432284741
11.460853953633595, 5.18616813675744
11.487003356490517, 5.615486691124777
11.567012723440794, 6.33205838732337
11.620092108344393, 6.905003512606328
11.673171493247992, 7.477948637889324
11.513543048942315, 5.901959253766284
11.72625087815159, 8.050893763172269
11.778939973460306, 8.766684880181081
11.831629068769027, 9.482475997189908
11.911638435719304, 10.199047693388488
11.885489032862383, 9.769729139021127
12.048239793927095, 10.20295058933729
12.184841152134883, 10.206853485286052
12.294122238701116, 10.209975802045127
12.40340332526735, 10.21309811880412
12.485364140192026, 10.21543985637341
12.621965498399815, 10.219342752322195
12.758566856607603, 10.22324564827103
12.867847943173837, 10.226367965030041
12.867847943173837, 10.226367965030041
12.948637889313868, 10.657247677776903
13.028647256264147, 11.37381937397549
13.109437202404186, 11.80469908672234
13.162906876902662, 12.23479822027945
13.215986261806261, 12.807743345562397
13.296776207946296, 13.23862305830927
13.349855592849895, 13.811568183592223
13.402934977753493, 14.384513308875192
13.456014362657092, 14.957458434158147
13.50870345796581, 15.673249551166958
13.58910311451097, 16.24697525563969
13.669893060651008, 16.677854968386544
13.749902427601278, 17.39442666458512
13.829911794551558, 18.1109983607837
13.883771758644917, 18.39825150261494
13.803762391694638, 17.681679806416366
13.696042463507919, 17.107173522753882
13.002497853407228, 10.94450081960815
13.938022012333155, 18.54265865272032
14.047693388494263, 18.402934977753485
14.047693388494263, 18.402934977753485
14.156584185465615, 18.548903286238392
14.29318554367341, 18.55280618218718
14.429786901881194, 18.556709078135967
14.566388260088987, 18.560611974084768
14.675669346655221, 18.56373429084381
14.812660994457886, 18.42479119506673
14.893060651003044, 18.998516899539467
14.945749746311762, 19.714308016548273
14.998829131215363, 20.287253141831243
15.024197954882522, 21.002263679650298
15.10459761142768, 21.57598938412301
15.157286706736398, 22.291780501131853
15.209975802045117, 23.007571618140673
15.263055186948717, 23.580516743423626
15.288424010615874, 24.295527281242695
15.368823667161037, 24.869252985715413
15.421903052064636, 25.442198110998365
15.474201857778471, 26.30083521973305
15.499960971040514, 26.872999765826247
15.420732183279991, 25.87073608617595
15.57997033799079, 27.58957146202482
15.604948872063067, 28.447427991569747
15.712668800249785, 29.02193427523223
15.579580048395913, 27.732417453750685
15.525720084302554, 27.445164311919452
15.711107641870267, 29.59331824213567
15.764577316368749, 30.02341737569277
15.818046990867225, 30.453516509249866
15.926937787838579, 30.59948481773477
16.036609163999685, 30.459761142767945
16.14589025056592, 30.462883459526974
16.28249160877371, 30.46678635547576
16.41870267738662, 30.613535243150427
16.555304035594414, 30.617438139099207
16.63765514011396, 30.47693388494263
16.774256498321748, 30.48083678089143
16.827335883225356, 31.053781906174397
16.880415268128953, 31.62672703145736
16.96081492467411, 32.20045273593006
17.013894309577704, 32.77339786121303
17.039653422839745, 33.34556240730622
17.11966278979002, 34.0621341035048
17.17235188509874, 34.77792522051362
17.22582155959722, 35.208024354070744
17.278900944500823, 35.7809694793537
17.358910311451098, 36.49754117555226
17.41198969635469, 37.07048630083523
17.465069081258292, 37.643431426118184
17.518148466161897, 38.216376551401154
17.570837561470608, 38.93216766840996
17.3323706189993, 36.211068612910786
17.09312309733822, 33.775661540863325
17.623916946374205, 39.50511279369294
17.650066349231132, 39.93443134806027
17.730466005776282, 40.50815705253298
17.783545390679883, 41.081102177815964
17.893216766840993, 40.94137850284912
18.02942783545391, 41.088127390523795
18.166029193661693, 41.09203028647258
18.302630551869484, 41.095933182421376
