step,g_front_min,g_rear_min,g_required,g_lead,g_follow,g_available,feasible
9400,9,4.6,220.7,230.3,105.7,584.3,300.0,True
9400,10,138.0,4.5,147.5,724.2,106.2,159.6,True
9400,11,4.6,220.8,230.4,135.7,554.3,300.0,True
9400,12,138.0,4.5,147.5,774.2,56.2,159.6,True
9400,13,4.6,220.7,230.3,165.8,524.2,300.0,True
9400,14,138.0,4.5,147.5,824.2,6.2,159.6,True
9400,0,15.2,111.8,132.0,546.8,143.2,300.0,True
9400,1,15.2,111.8,132.0,671.8,18.2,300.0,False
9400,2,77.4,15.2,97.7,18.2,96.8,875.0,False
9400,3,15.2,111.8,132.0,996.8,43.2,950.0,False
9400,4,77.4,15.2,97.7,68.2,46.8,875.0,False
9400,5,15.2,111.8,132.0,21.8,18.2,950.0,False
9400,6,77.4,15.2,97.7,118.2,996.8,875.0,True
9400,7,15.2,111.8,132.0,46.8,643.2,300.0,True
9400,8,77.4,15.2,97.7,43.2,71.8,875.0,False
9400,9,15.2,111.8,132.0,171.8,518.2,300.0,True
9400,10,77.4,15.2,97.7,93.2,21.8,875.0,True
9400,11,15.2,111.8,132.0,296.8,393.2,300.0,True
9400,12,77.4,15.2,97.7,18.2,96.8,875.0,False
9400,13,15.2,111.8,132.0,421.8,268.2,300.0,True
9400,14,77.4,15.2,97.7,68.2,46.8,875.0,False
9500,0,4.5,222.0,231.5,131.2,558.8,300.0,True
9500,1,4.5,222.0,231.5,136.7,553.3,300.0,True
9500,2,137.6,4.5,147.1,399.7,431.2,159.1,True
9500,3,4.5,222.0,231.5,143.7,546.3,300.0,True
9500,4,137.6,4.5,147.1,449.7,381.2,159.1,True
9500,5,4.5,222.0,231.5,169.8,520.2,300.0,True
9500,6,137.6,4.5,147.1,499.7,331.2,159.1,True
9500,7,4.6,220.2,229.9,200.0,490.0,300.0,True
9500,8,137.6,4.5,147.1,549.7,281.2,159.1,True
9500,9,4.6,220.2,229.8,230.1,459.9,300.0,True
9500,10,137.6,4.5,147.1,599.7,231.2,159.1,True
9500,11,4.7,220.1,229.8,260.2,429.8,300.0,True
9500,12,137.6,4.5,147.1,649.7,181.2,159.1,True
9500,13,4.7,220.1,229.8,290.3,399.7,300.0,True
9500,14,137.6,4.5,147.1,699.7,131.2,159.1,True
9500,0,15.2,111.8,132.0,627.1,62.9,300.0,False
9500,1,15.2,111.8,132.0,2.1,37.9,950.0,False
9500,2,77.4,15.2,97.7,62.9,52.1,875.0,False
9500,3,15.2,111.8,132.0,27.1,12.9,950.0,False
9500,4,77.4,15.2,97.7,112.9,2.1,875.0,False
9500,5,15.2,111.8,132.0,2.1,687.9,300.0,False
9500,6,77.4,15.2,97.7,37.9,77.1,875.0,False
9500,7,15.2,111.8,132.0,127.1,562.9,300.0,True
9500,8,77.4,15.2,97.7,87.9,27.1,875.0,True
9500,9,15.2,111.8,132.0,252.1,437.9,300.0,True
9500,10,77.4,15.2,97.7,12.9,102.1,875.0,False
9500,11,15.2,111.8,132.0,377.1,312.9,300.0,True
9500,12,77.4,15.2,97.7,62.9,52.1,875.0,False
9500,13,15.2,111.8,132.0,502.1,187.9,300.0,True
9500,14,77.4,15.2,97.7,112.9,2.1,875.0,False
9600,0,4.5,222.0,231.5,256.2,433.8,300.0,True
9600,1,4.5,222.0,231.5,262.6,427.4,300.0,True
9600,2,137.7,4.5,147.2,275.3,556.2,158.5,True
9600,3,4.5,222.0,231.5,269.6,420.4,300.0,True
9600,4,137.7,4.5,147.2,325.3,506.2,158.5,True
9600,5,4.5,222.0,231.5,294.2,395.8,300.0,True
9600,6,137.7,4.5,147.2,375.3,456.2,158.5,True
9600,7,4.7,219.7,229.4,324.4,365.6,300.0,True
9600,8,137.7,4.5,147.2,425.3,406.2,158.5,True
9600,9,4.7,220.0,229.6,354.5,335.5,300.0,True
9600,10,137.7,4.5,147.2,475.3,356.2,158.5,True
9600,11,4.6,220.2,229.8,384.6,305.4,300.0,True
9600,12,137.7,4.5,147.2,525.3,306.2,158.5,True
9600,13,4.6,220.3,229.9,414.7,275.3,300.0,True
9600,14,137.7,4.5,147.2,575.3,256.2,158.5,True
9600,0,15.2,111.8,132.0,7.3,32.7,950.0,False
9600,1,15.2,111.8,132.0,32.3,7.7,950.0,False
9600,2,77.4,15.2,97.7,107.7,7.3,875.0,False
9600,3,15.2,111.8,132.0,7.3,32.7,950.0,False
9600,4,77.4,15.2,97.7,32.7,82.3,875.0,False
9600,5,15.2,111.8,132.0,82.3,607.7,300.0,True
9600,6,77.4,15.2,97.7,82.7,32.3,875.0,True
9600,7,15.2,111.8,132.0,207.3,482.7,300.0,True
9600,8,77.4,15.2,97.7,7.7,107.3,875.0,False
9600,9,15.2,111.8,132.0,332.3,357.7,300.0,True
9600,10,77.4,15.2,97.7,57.7,57.3,875.0,False
9600,11,15.2,111.8,132.0,457.3,232.7,300.0,True
9600,12,77.4,15.2,97.7,107.7,7.3,875.0,False
9600,13,15.2,111.8,132.0,582.3,107.7,300.0,False
9600,14,77.4,15.2,97.7,32.7,82.3,875.0,False
9700,0,4.5,222.0,231.5,381.2,308.8,300.0,True
9700,1,4.5,222.0,231.5,386.5,303.5,300.0,True
9700,2,137.3,4.5,146.8,151.0,681.2,157.8,True
9700,3,4.5,222.0,231.5,393.5,296.5,300.0,True
9700,4,137.3,4.5,146.8,201.0,631.2,157.8,True
9700,5,4.5,222.0,231.5,418.4,271.6,300.0,True
9700,6,137.3,4.5,146.8,251.0,581.2,157.8,True
9700,7,4.7,219.8,229.4,448.6,241.4,300.0,True
9700,8,137.3,4.5,146.8,301.0,531.2,157.8,True
9700,9,4.7,219.7,229.4,478.7,211.3,300.0,False
9700,10,137.3,4.5,146.8,351.0,481.2,157.8,True
9700,11,4.7,219.7,229.4,508.9,181.1,300.0,False
9700,12,137.3,4.5,146.8,401.0,431.2,157.8,True
9700,13,4.7,219.6,229.3,539.0,151.0,300.0,False
9700,14,137.3,4.5,146.8,451.0,381.2,157.8,True
9700,0,15.2,111.8,132.0,37.6,2.4,950.0,False
9700,1,15.2,111.8,132.0,12.6,27.4,950.0,False
9700,2,77.4,15.2,97.7,27.4,87.6,875.0,False
9700,3,15.2,111.8,132.0,37.6,652.4,300.0,True
9700,4,77.4,15.2,97.7,77.4,37.6,875.0,False
9700,5,15.2,111.8,132.0,162.6,527.4,300.0,True
9700,6,77.4,15.2,97.7,2.4,112.6,875.0,False
9700,7,15.2,111.8,132.0,287.6,402.4,300.0,True
9700,8,77.4,15.2,97.7,52.4,62.6,875.0,False
9700,9,15.2,111.8,132.0,412.6,277.4,300.0,True
9700,10,77.4,15.2,97.7,102.4,12.6,875.0,False
9700,11,15.2,111.8,132.0,537.6,152.4,300.0,True
9700,12,77.4,15.2,97.7,27.4,87.6,875.0,False
9700,13,15.2,111.8,132.0,662.6,27.4,300.0,False
9700,14,77.4,15.2,97.7,77.4,37.6,875.0,False
9800,0,4.5,222.0,231.5,506.2,183.8,300.0,False
9800,1,4.5,222.0,231.5,512.4,177.6,300.0,False
9800,2,137.3,4.5,146.8,26.8,806.2,157.0,False
9800,3,4.5,222.0,231.5,519.4,170.6,300.0,False
9800,4,137.3,4.5,146.8,76.8,756.2,157.0,False
9800,5,4.5,222.0,231.5,542.5,147.5,300.0,False
9800,6,137.3,4.5,146.8,126.8,706.2,157.0,False
9800,7,4.7,219.0,228.8,572.8,117.2,300.0,False
9800,8,137.3,4.5,146.8,176.8,656.2,157.0,True
9800,9,4.7,219.1,228.8,602.9,87.1,300.0,False
9800,10,137.3,4.5,146.8,226.8,606.2,157.0,True
9800,11,4.7,219.3,229.0,633.1,56.9,300.0,False
9800,12,137.3,4.5,146.8,276.8,556.2,157.0,True
9800,13,4.7,219.5,229.2,663.2,26.8,300.0,False
9800,14,137.3,4.5,146.8,326.8,506.2,157.0,True
9800,0,15.2,111.8,132.0,17.9,22.1,950.0,False
9800,1,15.2,111.8,132.0,42.9,997.1,950.0,True
9800,2,77.4,15.2,97.7,72.1,42.9,875.0,False
9800,3,15.2,111.8,132.0,117.9,572.1,300.0,True
9800,4,77.4,15.2,97.7,997.1,117.9,875.0,True
9800,5,15.2,111.8,132.0,242.9,447.1,300.0,True
9800,6,77.4,15.2,97.7,47.1,67.9,875.0,False
9800,7,15.2,111.8,132.0,367.9,322.1,300.0,True
9800,8,77.4,15.2,97.7,97.1,17.9,875.0,True
9800,9,15.2,111.8,132.0,492.9,197.1,300.0,True
9800,10,77.4,15.2,97.7,22.1,92.9,875.0,False
9800,11,15.2,111.8,132.0,617.9,72.1,300.0,False
9800,12,77.4,15.2,97.7,72.1,42.9,875.0,False
9800,13,15.2,111.8,132.0,42.9,997.1,950.0,True
9800,14,77.4,15.2,97.7,997.1,117.9,875.0,True
9900,0,4.5,222.0,231.5,631.2,58.8,300.0,False
9900,1,4.5,222.0,231.5,636.2,53.8,300.0,False
9900,2,138.7,4.7,148.4,23.5,996.8,969.7,False
9900,3,4.5,222.0,231.5,643.2,46.8,300.0,False
9900,4,137.0,4.7,146.8,13.1,7.1,969.8,False
9900,5,4.5,222.0,231.5,666.5,23.5,300.0,False
9900,6,137.0,4.5,146.5,2.7,831.2,156.1,False
9900,7,4.7,219.1,228.8,996.8,43.2,950.0,False
9900,8,137.0,4.5,146.5,52.7,781.2,156.1,False
9900,9,4.7,219.1,228.8,26.9,13.1,950.0,False
9900,10,137.0,4.5,146.5,102.7,731.2,156.1,False
9900,11,4.7,219.0,228.8,7.1,32.9,950.0,False
9900,12,137.0,4.5,146.5,152.7,681.2,156.1,True
9900,13,4.7,219.0,228.7,37.3,2.7,950.0,False
9900,14,137.0,4.5,146.5,202.7,631.2,156.1,True
9900,0,15.2,111.8,132.0,998.1,41.9,950.0,False
9900,1,15.2,111.8,132.0,73.1,616.9,300.0,True
9900,2,77.4,15.2,97.7,116.9,998.1,875.0,True
9900,3,15.2,111.8,132.0,198.1,491.9,300.0,True
9900,4,77.4,15.2,97.7,41.9,73.1,875.0,False
9900,5,15.2,111.8,132.0,323.1,366.9,300.0,True
9900,6,77.4,15.2,97.7,91.9,23.1,875.0,True
9900,7,15.2,111.8,132.0,448.1,241.9,300.0,True
9900,8,77.4,15.2,97.7,16.9,98.1,875.0,False
9900,9,15.2,111.8,132.0,573.1,116.9,300.0,True
9900,10,77.4,15.2,97.7,66.9,48.1,875.0,False
9900,11,15.2,111.8,132.0,998.1,41.9,950.0,False
9900,12,77.4,15.2,97.7,116.9,998.1,875.0,True
9900,13,15.2,111.8,132.0,23.1,16.9,950.0,False
9900,14,77.4,15.2,97.7,41.9,73.1,875.0,False
10000,0,4.5,222.0,231.5,6.2,33.8,950.0,False
10000,1,4.5,222.0,231.5,12.1,27.9,950.0,False
10000,2,136.9,4.5,146.4,778.7,56.2,155.1,True
10000,3,4.5,222.0,231.5,19.1,20.9,950.0,False
10000,4,136.9,4.5,146.4,828.7,6.2,155.1,True
10000,5,4.5,222.0,231.5,40.4,999.6,950.0,True
10000,6,138.7,4.8,148.4,999.6,20.7,969.7,True
10000,7,4.8,218.6,228.4,20.7,19.3,950.0,False
10000,8,136.8,4.8,146.6,19.3,0.9,969.8,False
10000,9,4.8,218.6,228.4,0.9,39.1,950.0,False
10000,10,136.8,4.8,146.6,8.9,11.3,969.8,False
10000,11,4.8,218.7,228.4,31.1,8.9,950.0,False
10000,12,136.9,4.5,146.4,28.7,806.2,155.1,False
10000,13,4.8,218.8,228.5,11.3,28.7,950.0,False
10000,14,136.9,4.5,146.4,78.7,756.2,155.1,False
10000,0,15.2,111.8,132.0,28.4,661.6,300.0,True
10000,1,15.2,111.8,132.0,153.4,536.6,300.0,True
10000,2,77.4,15.2,97.7,36.6,78.4,875.0,False
10000,3,15.2,111.8,132.0,278.4,411.6,300.0,True
10000,4,77.4,15.2,97.7,86.6,28.4,875.0,True
10000,5,15.2,111.8,132.0,403.4,286.6,300.0,True
10000,6,77.4,15.2,97.7,11.6,103.4,875.0,False
10000,7,15.2,111.8,132.0,528.4,161.6,300.0,True
10000,8,77.4,15.2,97.7,61.6,53.4,875.0,False
10000,9,15.2,111.8,132.0,653.4,36.6,300.0,False
10000,10,77.4,15.2,97.7,111.6,3.4,875.0,False
10000,11,15.2,111.8,132.0,28.4,11.6,950.0,False
10000,12,77.4,15.2,97.7,36.6,78.4,875.0,False
10000,13,15.2,111.8,132.0,3.4,36.6,950.0,False
10000,14,77.4,15.2,97.7,86.6,28.4,875.0,True
10100,0,4.5,222.0,231.5,31.2,8.8,950.0,False
10100,1,4.5,222.0,231.5,38.0,2.0,950.0,False
10100,2,136.8,4.5,146.3,654.9,181.2,154.0,True
10100,3,4.5,222.0,231.5,45.0,995.0,950.0,True
10100,4,136.8,4.5,146.3,704.9,131.2,154.0,True
10100,5,4.5,222.0,231.5,14.3,25.7,950.0,False
10100,6,136.8,4.5,146.3,754.9,81.2,154.0,True
10100,7,4.8,218.6,228.4,44.6,995.4,950.0,True
10100,8,136.8,4.5,146.3,804.9,31.2,154.0,True
10100,9,4.8,218.6,228.4,24.8,15.2,950.0,False
10100,10,138.7,4.5,148.2,995.0,14.3,980.7,True
10100,11,4.8,218.6,228.4,4.9,685.1,300.0,True
10100,12,136.8,4.8,146.6,995.4,24.8,969.8,True
10100,13,4.8,218.6,228.4,35.1,654.9,300.0,True
10100,14,136.8,4.8,146.6,15.2,4.9,969.8,False
10100,0,15.2,111.8,132.0,108.7,581.3,300.0,True
10100,1,15.2,111.8,132.0,233.7,456.3,300.0,True
10100,2,77.4,15.2,97.7,81.3,33.7,875.0,True
10100,3,15.2,111.8,132.0,358.7,331.3,300.0,True
10100,4,77.4,15.2,97.7,6.3,108.7,875.0,False
10100,5,15.2,111.8,132.0,483.7,206.3,300.0,True
10100,6,77.4,15.2,97.7,56.3,58.7,875.0,False
10100,7,15.2,111.8,132.0,608.7,81.3,300.0,False
10100,8,77.4,15.2,97.7,106.3,8.7,875.0,False
10100,9,15.2,111.8,132.0,33.7,6.3,950.0,False
10100,10,77.4,15.2,97.7,31.3,83.7,875.0,False
10100,11,15.2,111.8,132.0,8.7,31.3,950.0,False
10100,12,77.4,15.2,97.7,81.3,33.7,875.0,True
10100,13,15.2,111.8,132.0,33.7,6.3,950.0,False
10100,14,77.4,15.2,97.7,6.3,108.7,875.0,False
10200,0,4.5,222.0,231.5,6.2,683.8,300.0,True
10200,1,4.5,222.0,231.5,11.9,678.1,300.0,True
10200,2,136.8,4.5,146.3,531.0,306.2,152.8,True
10200,3,4.5,222.0,231.5,18.9,671.1,300.0,True
10200,4,136.8,4.5,146.3,581.0,256.2,152.8,True
10200,5,4.5,222.0,231.5,38.1,651.9,300.0,True
10200,6,136.8,4.5,146.3,631.0,206.2,152.8,True
10200,7,4.8,218.6,228.4,68.5,621.5,300.0,True
10200,8,136.8,4.5,146.3,681.0,156.2,152.8,True
10200,9,4.8,218.6,228.4,98.6,591.4,300.0,True
10200,10,136.8,4.5,146.3,731.0,106.2,152.8,True
10200,11,4.8,218.6,228.4,128.8,561.2,300.0,True
10200,12,136.8,4.5,146.3,781.0,56.2,152.8,True
10200,13,4.8,218.6,228.4,159.0,531.0,300.0,True
10200,14,136.8,4.5,146.3,831.0,6.2,152.8,True
10200,0,15.2,111.8,132.0,188.9,501.1,300.0,True
10200,1,15.2,111.8,132.0,313.9,376.1,300.0,True
10200,2,77.4,15.2,97.7,1.1,113.9,875.0,False
10200,3,15.2,111.8,132.0,438.9,251.1,300.0,True
10200,4,77.4,15.2,97.7,51.1,63.9,875.0,False
10200,5,15.2,111.8,132.0,563.9,126.1,300.0,True
10200,6,77.4,15.2,97.7,101.1,13.9,875.0,False
10200,7,15.2,111.8,132.0,688.9,1.1,300.0,False
10200,8,77.4,15.2,97.7,26.1,88.9,875.0,False
10200,9,15.2,111.8,132.0,13.9,26.1,950.0,False
10200,10,77.4,15.2,97.7,76.1,38.9,875.0,False
10200,11,15.2,111.8,132.0,38.9,1.1,950.0,False
10200,12,77.4,15.2,97.7,1.1,113.9,875.0,False
10200,13,15.2,111.8,132.0,63.9,626.1,300.0,True
10200,14,77.4,15.2,97.7,51.1,63.9,875.0,False
10300,0,4.5,222.0,231.5,131.2,558.8,300.0,True
10300,1,4.5,222.0,231.5,137.8,552.2,300.0,True
10300,2,136.8,4.5,146.3,407.1,431.2,151.7,True
10300,3,4.5,222.0,231.5,144.8,545.2,300.0,True
10300,4,136.8,4.5,146.3,457.1,381.2,151.7,True
10300,5,4.5,222.0,231.5,162.0,528.0,300.0,True
10300,6,136.8,4.5,146.3,507.1,331.2,151.7,True
10300,7,4.8,218.6,228.4,192.3,497.7,300.0,True
10300,8,136.8,4.5,146.3,557.1,281.2,151.7,True
10300,9,4.8,218.6,228.4,222.5,467.5,300.0,True
10300,10,136.8,4.5,146.3,607.1,231.2,151.7,True
10300,11,4.8,218.6,228.4,252.7,437.3,300.0,True
10300,12,136.8,4.5,146.3,657.1,181.2,151.7,True
10300,13,4.8,218.6,228.4,282.9,407.1,300.0,True
10300,14,136.8,4.5,146.3,707.1,131.2,151.7,True
10300,0,15.2,111.8,132.0,269.2,420.8,300.0,True
10300,1,15.2,111.8,132.0,394.2,295.8,300.0,True
10300,2,77.4,15.2,97.7,45.8,69.2,875.0,False
10300,3,15.2,111.8,132.0,519.2,170.8,300.0,True
10300,4,77.4,15.2,97.7,95.8,19.2,875.0,True
10300,5,15.2,111.8,132.0,644.2,45.8,300.0,False
10300,6,77.4,15.2,97.7,20.8,94.2,875.0,False
10300,7,15.2,111.8,132.0,19.2,20.8,950.0,False
10300,8,77.4,15.2,97.7,70.8,44.2,875.0,False
10300,9,15.2,111.8,132.0,44.2,995.8,950.0,True
10300,10,77.4,15.2,97.7,995.8,119.2,875.0,True
10300,11,15.2,111.8,132.0,19.2,670.8,300.0,True
10300,12,77.4,15.2,97.7,45.8,69.2,875.0,False
10300,13,15.2,111.8,132.0,144.2,545.8,300.0,True
10300,14,77.4,15.2,97.7,95.8,19.2,875.0,True
10400,0,4.5,222.0,231.5,256.2,433.8,300.0,True
10400,1,4.5,222.0,231.5,261.6,428.4,300.0,True
10400,2,136.8,4.5,146.3,283.2,556.2,150.6,True
10400,3,4.5,222.0,231.5,268.6,421.4,300.0,True
10400,4,136.8,4.5,146.3,333.2,506.2,150.6,True
10400,5,4.5,222.0,231.5,285.9,404.1,300.0,True
10400,6,136.8,4.5,146.3,383.2,456.2,150.6,True
10400,7,4.8,218.6,228.4,316.2,373.8,300.0,True
10400,8,136.8,4.5,146.3,433.2,406.2,150.6,True
10400,9,4.8,218.6,228.4,346.4,343.6,300.0,True
10400,10,136.8,4.5,146.3,483.2,356.2,150.6,True
10400,11,4.8,218.6,228.4,376.6,313.4,300.0,True
10400,12,136.8,4.5,146.3,533.2,306.2,150.6,True
10400,13,4.8,218.6,228.4,406.8,283.2,300.0,True
10400,14,136.8,4.5,146.3,583.2,256.2,150.6,True
10400,0,15.2,111.8,132.0,349.4,340.6,300.0,True
10400,1,15.2,111.8,132.0,474.4,215.6,300.0,True
10400,2,77.4,15.2,97.7,90.6,24.4,875.0,True
10400,3,15.2,111.8,132.0,599.4,90.6,300.0,False
10400,4,77.4,15.2,97.7,15.6,99.4,875.0,False
10400,5,15.2,111.8,132.0,24.4,15.6,950.0,False
10400,6,77.4,15.2,97.7,65.6,49.4,875.0,False
10400,7,15.2,111.8,132.0,999.4,40.6,950.0,False
10400,8,77.4,15.2,97.7,115.6,999.4,875.0,True
10400,9,15.2,111.8,132.0,24.4,15.6,950.0,False
10400,10,77.4,15.2,97.7,40.6,74.4,875.0,False
10400,11,15.2,111.8,132.0,99.4,590.6,300.0,True
10400,12,77.4,15.2,97.7,90.6,24.4,875.0,True
10400,13,15.2,111.8,132.0,224.4,465.6,300.0,True
10400,14,77.4,15.2,97.7,15.6,99.4,875.0,False
10500,0,4.5,222.0,231.5,381.2,308.8,300.0,True
10500,1,4.5,222.0,231.5,387.5,302.5,300.0,True
10500,2,136.8,4.5,146.3,159.4,681.2,149.5,True
10500,3,4.5,222.0,231.5,394.5,295.5,300.0,True
10500,4,136.8,4.5,146.3,209.4,631.2,149.5,True
10500,5,4.5,222.0,231.5,409.8,280.2,300.0,True
10500,6,136.8,4.5,146.3,259.4,581.2,149.5,True
10500,7,4.8,218.6,228.4,440.1,249.9,300.0,True
10500,8,136.8,4.5,146.3,309.4,531.2,149.5,True
10500,9,4.8,218.6,228.4,470.3,219.7,300.0,True
10500,10,136.8,4.5,146.3,359.4,481.2,149.5,True
10500,11,4.8,218.6,228.4,500.4,189.6,300.0,False
10500,12,136.8,4.5,146.3,409.4,431.2,149.5,True
10500,13,4.8,218.6,228.4,530.6,159.4,300.0,False
10500,14,136.8,4.5,146.3,459.4,381.2,149.5,True
10500,0,15.2,111.8,132.0,429.7,260.3,300.0,True
10500,1,15.2,111.8,132.0,554.7,135.3,300.0,True
10500,2,77.4,15.2,97.7,10.3,104.7,875.0,False
10500,3,15.2,111.8,132.0,679.7,10.3,300.0,False
10500,4,77.4,15.2,97.7,60.3,54.7,875.0,False
10500,5,15.2,111.8,132.0,4.7,35.3,950.0,False
10500,6,77.4,15.2,97.7,110.3,4.7,875.0,False
10500,7,15.2,111.8,132.0,29.7,10.3,950.0,False
10500,8,77.4,15.2,97.7,35.3,79.7,875.0,False
10500,9,15.2,111.8,132.0,54.7,635.3,300.0,True
10500,10,77.4,15.2,97.7,85.3,29.7,875.0,True
10500,11,15.2,111.8,132.0,179.7,510.3,300.0,True
10500,12,77.4,15.2,97.7,10.3,104.7,875.0,False
10500,13,15.2,111.8,132.0,304.7,385.3,300.0,True
10500,14,77.4,15.2,97.7,60.3,54.7,875.0,False
10600,0,4.5,222.0,231.5,506.2,183.8,300.0,False
10600,1,4.5,222.0,231.5,511.4,178.6,300.0,False
10600,2,136.8,4.5,146.3,35.5,806.2,148.3,False
10600,3,4.5,222.0,231.5,518.4,171.6,300.0,False
10600,4,136.8,4.5,146.3,85.5,756.2,148.3,False
10600,5,4.5,222.0,231.5,533.6,156.4,300.0,False
10600,6,136.8,4.5,146.3,135.5,706.2,148.3,False
10600,7,4.8,218.6,228.4,564.0,126.0,300.0,False
10600,8,136.8,4.5,146.3,185.5,656.2,148.3,True
10600,9,4.8,218.6,228.4,594.1,95.9,300.0,False
10600,10,136.8,4.5,146.3,235.5,606.2,148.3,True
10600,11,4.8,218.6,228.4,624.3,65.7,300.0,False
10600,12,136.8,4.5,146.3,285.5,556.2,148.3,True
10600,13,4.8,218.6,228.4,654.5,35.5,300.0,False
10600,14,136.8,4.5,146.3,335.5,506.2,148.3,True
10600,0,15.2,111.8,132.0,510.0,180.0,300.0,True
10600,1,15.2,111.8,132.0,635.0,55.0,300.0,False
10600,2,77.4,15.2,97.7,55.0,60.0,875.0,False
10600,3,15.2,111.8,132.0,10.0,30.0,950.0,False
10600,4,77.4,15.2,97.7,105.0,10.0,875.0,False
10600,5,15.2,111.8,132.0,35.0,5.0,950.0,False
10600,6,77.4,15.2,97.7,30.0,85.0,875.0,False
10600,7,15.2,111.8,132.0,10.0,680.0,300.0,False
10600,8,77.4,15.2,97.7,80.0,35.0,875.0,True
10600,9,15.2,111.8,132.0,135.0,555.0,300.0,True
10600,10,77.4,15.2,97.7,5.0,110.0,875.0,False
10600,11,15.2,111.8,132.0,260.0,430.0,300.0,True
10600,12,77.4,15.2,97.7,55.0,60.0,875.0,False
10600,13,15.2,111.8,132.0,385.0,305.0,300.0,True
10600,14,77.4,15.2,97.7,105.0,10.0,875.0,False
10700,0,4.5,222.0,231.5,631.2,58.8,300.0,False
10700,1,4.5,222.0,231.5,637.3,52.7,300.0,False
10700,2,136.8,4.8,146.6,2.2,18.0,969.8,False
10700,3,4.5,222.0,231.5,644.3,45.7,300.0,False
10700,4,136.8,4.8,146.6,22.0,998.2,969.8,False
10700,5,4.5,222.0,231.5,657.5,32.5,300.0,False
10700,6,136.8,4.5,146.3,11.6,831.2,147.2,False
10700,7,4.8,218.6,228.4,687.8,2.2,300.0,False
10700,8,136.8,4.5,146.3,61.6,781.2,147.2,False
10700,9,4.8,218.6,228.4,18.0,22.0,950.0,False
10700,10,136.8,4.5,146.3,111.6,731.2,147.2,False
10700,11,4.8,218.6,228.4,998.2,41.8,950.0,False
10700,12,136.8,4.5,146.3,161.6,681.2,147.2,True
10700,13,4.8,218.6,228.4,28.4,11.6,950.0,False
10700,14,136.8,4.5,146.3,211.6,631.2,147.2,True
10700,0,15.2,111.8,132.0,590.2,99.8,300.0,False
10700,1,15.2,111.8,132.0,15.2,24.8,950.0,False
10700,2,77.4,15.2,97.7,99.8,15.2,875.0,False
10700,3,15.2,111.8,132.0,40.2,999.8,950.0,True
10700,4,77.4,15.2,97.7,24.8,90.2,875.0,False
10700,5,15.2,111.8,132.0,15.2,24.8,950.0,False
10700,6,77.4,15.2,97.7,74.8,40.2,875.0,False
10700,7,15.2,111.8,132.0,90.2,599.8,300.0,True
10700,8,77.4,15.2,97.7,999.8,115.2,875.0,True
10700,9,15.2,111.8,132.0,215.2,474.8,300.0,True
10700,10,77.4,15.2,97.7,49.8,65.2,875.0,False
10700,11,15.2,111.8,132.0,340.2,349.8,300.0,True
10700,12,77.4,15.2,97.7,99.8,15.2,875.0,False
10700,13,15.2,111.8,132.0,465.2,224.8,300.0,True
10700,14,77.4,15.2,97.7,24.8,90.2,875.0,False
10800,0,4.5,222.0,231.5,6.2,33.8,950.0,False
10800,1,4.5,222.0,231.5,13.1,26.9,950.0,False
10800,2,136.8,4.5,146.3,787.7,56.2,146.1,False
10800,3,4.5,222.0,231.5,20.1,19.9,950.0,False
10800,4,136.8,4.5,146.3,837.7,6.2,146.1,False
10800,5,4.5,222.0,231.5,31.4,8.6,950.0,False
10800,6,138.7,4.8,148.4,8.6,11.7,969.7,False
10800,7,4.8,218.6,228.4,11.7,28.3,950.0,False
10800,8,136.8,4.8,146.6,998.1,22.1,969.8,True
10800,9,4.8,218.6,228.4,41.9,998.1,950.0,True
10800,10,136.8,4.8,146.6,17.9,2.3,969.8,False
10800,11,4.8,218.6,228.4,22.1,17.9,950.0,False
10800,12,136.8,4.5,146.3,37.7,806.2,146.1,False
10800,13,4.8,218.6,228.4,2.3,37.7,950.0,False
10800,14,136.8,4.5,146.3,87.7,756.2,146.1,False
10800,0,15.2,111.8,132.0,670.5,19.5,300.0,False
10800,1,15.2,111.8,132.0,995.5,44.5,950.0,False
10800,2,77.4,15.2,97.7,19.5,95.5,875.0,False
10800,3,15.2,111.8,132.0,20.5,19.5,950.0,False
10800,4,77.4,15.2,97.7,69.5,45.5,875.0,False
10800,5,15.2,111.8,132.0,45.5,644.5,300.0,True
10800,6,77.4,15.2,97.7,119.5,995.5,875.0,True
10800,7,15.2,111.8,132.0,170.5,519.5,300.0,True
10800,8,77.4,15.2,97.7,44.5,70.5,875.0,False
10800,9,15.2,111.8,132.0,295.5,394.5,300.0,True
10800,10,77.4,15.2,97.7,94.5,20.5,875.0,True
10800,11,15.2,111.8,132.0,420.5,269.5,300.0,True
10800,12,77.4,15.2,97.7,19.5,95.5,875.0,False
10800,13,15.2,111.8,132.0,545.5,144.5,300.0,True
10800,14,77.4,15.2,97.7,69.5,45.5,875.0,False
10900,0,4.5,222.0,231.5,31.2,8.8,950.0,False
10900,1,4.5,222.0,231.5,37.0,3.0,950.0,False
10900,2,136.8,4.5,146.3,663.9,181.2,145.0,False
10900,3,4.5,222.0,231.5,44.0,996.0,950.0,True
10900,4,136.8,4.5,146.3,713.9,131.2,145.0,False
10900,5,4.5,222.0,231.5,5.3,34.7,950.0,False
10900,6,136.8,4.5,146.3,763.9,81.2,145.0,False
10900,7,4.8,218.6,228.4,35.6,4.4,950.0,False
10900,8,136.8,4.5,146.3,813.9,31.2,145.0,False
