step,g_front_min,g_rear_min,g_required,g_lead,g_follow,g_available,feasible
3500,5,4.5,222.0,231.5,16.4,23.6,950.0,False
3500,6,138.7,4.5,148.2,15.7,3.3,971.0,False
3500,7,4.5,222.0,231.5,995.3,44.7,950.0,False
3500,8,138.7,4.5,148.2,7.7,781.2,201.1,False
3500,9,4.5,222.0,231.5,24.3,15.7,950.0,False
3500,10,138.7,4.5,148.2,57.7,731.2,201.1,False
3500,11,4.5,222.0,231.5,3.3,36.7,950.0,False
3500,12,138.7,4.5,148.2,107.7,681.2,201.1,False
3500,13,4.5,222.0,231.5,32.3,7.7,950.0,False
3500,14,138.7,4.5,148.2,157.7,631.2,201.1,True
3500,0,15.2,112.6,132.8,11.0,29.1,949.9,False
3500,1,15.3,111.2,131.5,36.5,3.6,949.9,False
3500,2,78.2,15.2,98.4,4.4,111.4,874.3,False
3500,3,15.4,110.3,130.8,61.6,627.7,300.7,True
3500,4,78.3,15.2,98.5,54.5,61.2,874.3,False
3500,5,15.4,110.5,130.9,186.2,503.1,300.7,True
3500,6,78.4,15.2,98.6,104.7,11.0,874.3,False
3500,7,15.3,111.4,131.7,310.5,378.9,300.7,True
3500,8,77.9,15.3,98.3,29.1,86.6,874.3,False
3500,9,15.1,112.6,132.7,434.8,254.6,300.7,True
3500,10,77.9,15.3,98.2,79.2,36.5,874.3,True
3500,11,15.1,113.3,133.3,559.6,129.8,300.7,True
3500,12,77.1,15.4,97.5,3.6,111.6,874.8,False
3500,13,15.1,113.1,133.2,685.0,4.4,300.7,False
3500,14,76.8,15.4,97.2,53.6,61.6,874.8,False
3600,0,4.5,222.0,231.5,6.2,33.8,950.0,False
3600,1,4.5,222.0,231.5,33.2,6.8,950.0,False
3600,2,138.7,4.5,148.2,732.8,56.2,201.0,True
3600,3,4.5,222.0,231.5,12.5,27.5,950.0,False
3600,4,138.7,4.5,148.2,782.8,6.2,201.0,True
3600,5,4.5,222.0,231.5,41.2,998.8,950.0,True
3600,6,138.7,4.5,148.2,6.8,12.5,970.7,False
3600,7,4.5,222.0,231.5,20.1,19.9,950.0,False
3600,8,138.7,4.5,148.2,998.8,20.1,971.1,True
3600,9,4.5,222.0,231.5,999.1,40.9,950.0,False
3600,10,138.7,4.5,148.2,19.9,999.1,971.0,False
3600,11,4.5,222.0,231.5,28.1,11.9,950.0,False
3600,12,138.7,4.5,148.2,11.9,7.2,970.9,False
3600,13,4.5,222.0,231.5,7.2,32.8,950.0,False
3600,14,138.7,4.5,148.2,32.8,756.2,201.0,False
3600,0,15.2,112.8,133.0,41.3,998.8,949.9,True
3600,1,15.0,113.8,133.8,15.9,673.7,300.4,True
3600,2,76.0,15.4,96.5,48.2,66.7,875.1,False
3600,3,14.9,114.4,134.3,140.9,548.8,300.4,True
3600,4,76.2,15.4,96.6,98.3,16.6,875.1,True
3600,5,15.0,113.5,133.5,266.0,423.6,300.4,True
3600,6,76.8,15.2,97.0,23.4,91.4,875.2,False
3600,7,15.3,111.6,131.8,391.2,298.4,300.4,True
3600,8,76.9,15.2,97.1,73.5,41.3,875.2,False
3600,9,15.5,109.8,130.3,516.4,173.3,300.4,True
3600,10,78.1,15.0,98.0,998.8,116.1,875.2,True
3600,11,15.6,109.2,129.8,641.4,48.2,300.4,False
3600,12,78.1,15.0,98.1,48.8,66.0,875.2,False
3600,13,15.4,110.6,131.0,16.6,23.4,950.0,False
3600,14,78.2,15.0,98.2,98.9,15.9,875.2,True
3700,0,4.5,222.0,231.5,31.2,8.8,950.0,False
3700,1,4.5,222.0,231.5,7.8,32.2,950.0,False
3700,2,138.7,4.5,148.2,608.0,181.2,200.9,True
3700,3,4.5,222.0,231.5,37.4,2.6,950.0,False
3700,4,138.7,4.5,148.2,658.0,131.2,200.9,True
3700,5,4.5,222.0,231.5,16.0,24.0,950.0,False
3700,6,138.7,4.5,148.2,708.0,81.2,200.9,True
3700,7,4.5,222.0,231.5,45.0,995.0,950.0,True
3700,8,138.7,4.5,148.2,758.0,31.2,200.9,True
3700,9,4.5,222.0,231.5,24.0,666.0,300.0,True
3700,10,138.7,4.5,148.2,8.8,7.8,973.4,False
3700,11,4.5,222.0,231.5,53.0,637.0,300.0,True
3700,12,138.7,4.5,148.2,2.6,16.0,971.4,False
3700,13,4.5,222.0,231.5,82.0,608.0,300.0,True
3700,14,138.7,4.5,148.2,995.0,24.0,971.0,True
3700,0,15.3,112.0,132.3,21.8,18.2,950.0,False
3700,1,15.3,111.0,131.3,96.8,593.2,300.0,True
3700,2,77.9,15.1,98.0,93.2,21.8,875.0,True
3700,3,15.4,110.8,131.1,221.7,468.2,300.0,True
3700,4,78.1,15.2,98.2,18.2,96.8,875.0,False
3700,5,15.3,111.2,131.5,346.7,343.2,300.0,True
3700,6,78.1,15.2,98.2,68.2,46.8,875.0,False
3700,7,15.2,112.0,132.2,471.7,218.2,300.0,True
3700,8,78.1,15.2,98.3,118.2,996.8,875.0,True
3700,9,15.1,112.7,132.8,596.8,93.2,300.0,False
3700,10,77.9,15.3,98.2,43.2,71.8,875.0,False
3700,11,15.1,112.9,133.0,21.8,18.2,950.0,False
3700,12,78.0,15.3,98.2,93.2,21.8,875.0,True
3700,13,15.2,112.6,132.8,996.8,43.2,950.0,False
3700,14,77.6,15.3,97.9,18.2,96.8,875.0,False
3800,0,4.5,222.0,231.5,6.2,683.8,300.0,True
3800,1,4.5,222.0,231.5,32.3,657.7,300.0,True
3800,2,138.7,4.5,148.2,483.1,306.2,200.7,True
3800,3,4.6,221.2,230.7,62.4,627.6,300.0,True
3800,4,138.7,4.5,148.2,533.1,256.2,200.7,True
3800,5,4.5,222.0,231.5,90.8,599.2,300.0,True
3800,6,138.7,4.5,148.2,583.1,206.2,200.7,True
3800,7,4.5,222.0,231.5,119.8,570.2,300.0,True
3800,8,138.7,4.5,148.2,633.1,156.2,200.7,True
3800,9,4.5,222.0,231.5,148.8,541.2,300.0,True
3800,10,138.7,4.5,148.2,683.1,106.2,200.7,True
3800,11,4.5,222.0,231.5,177.8,512.2,300.0,True
3800,12,138.7,4.5,148.2,733.1,56.2,200.7,True
3800,13,4.5,222.0,231.5,206.9,483.1,300.0,True
3800,14,138.7,4.5,148.2,783.1,6.2,200.7,True
3800,0,15.2,111.9,132.1,52.1,638.0,300.0,True
3800,1,15.2,111.9,132.2,177.1,512.9,300.0,True
3800,2,77.4,15.3,97.6,13.0,102.0,875.0,False
3800,3,15.2,112.0,132.2,302.1,387.9,300.0,True
3800,4,77.4,15.3,97.6,63.0,52.0,875.0,False
3800,5,15.2,111.9,132.1,427.1,262.9,300.0,True
3800,6,77.4,15.3,97.6,113.0,2.0,875.0,False
3800,7,15.2,111.8,132.0,552.1,138.0,300.0,True
3800,8,77.3,15.2,97.6,38.0,77.0,875.0,False
3800,9,15.3,111.7,131.9,677.0,13.0,300.0,False
3800,10,77.3,15.2,97.6,88.0,27.0,875.0,True
3800,11,15.3,111.6,131.9,2.0,38.0,950.0,False
3800,12,77.4,15.2,97.6,13.0,102.1,875.0,False
3800,13,15.2,111.7,131.9,27.0,13.0,950.0,False
3800,14,77.4,15.2,97.6,63.0,52.1,875.0,False
3900,0,4.5,222.0,231.5,131.2,558.8,300.0,True
3900,1,4.5,222.0,231.5,156.7,533.3,300.0,True
3900,2,138.7,4.5,148.2,358.2,431.2,200.6,True
3900,3,4.6,220.1,229.8,186.9,503.1,300.0,True
3900,4,138.7,4.5,148.2,408.2,381.2,200.6,True
3900,5,4.5,222.0,231.5,215.6,474.4,300.0,True
3900,6,138.7,4.5,148.2,458.2,331.2,200.6,True
3900,7,4.5,222.0,231.5,244.7,445.3,300.0,True
3900,8,138.7,4.5,148.2,508.2,281.2,200.6,True
3900,9,4.5,222.0,231.5,273.6,416.4,300.0,True
3900,10,138.7,4.5,148.2,558.2,231.2,200.6,True
3900,11,4.5,222.0,231.5,302.7,387.3,300.0,True
3900,12,138.7,4.5,148.2,608.2,181.2,200.6,True
3900,13,4.5,222.0,231.5,331.8,358.2,300.0,True
3900,14,138.7,4.5,148.2,658.2,131.2,200.6,True
3900,0,15.2,111.8,132.0,132.3,557.7,300.0,True
3900,1,15.2,111.9,132.1,257.3,432.7,300.0,True
3900,2,77.4,15.2,97.7,57.7,57.3,875.0,False
3900,3,15.2,111.9,132.1,382.3,307.7,300.0,True
3900,4,77.4,15.2,97.7,107.7,7.3,875.0,False
3900,5,15.2,111.9,132.1,507.3,182.7,300.0,True
3900,6,77.4,15.2,97.7,32.7,82.3,875.0,False
3900,7,15.2,111.8,132.0,632.3,57.7,300.0,False
3900,8,77.4,15.2,97.6,82.7,32.3,875.0,True
3900,9,15.2,111.7,132.0,7.3,32.7,950.0,False
3900,10,77.4,15.2,97.6,7.7,107.3,875.0,False
3900,11,15.2,111.7,131.9,32.3,7.7,950.0,False
3900,12,77.4,15.2,97.6,57.7,57.3,875.0,False
3900,13,15.2,111.8,132.0,7.3,682.7,300.0,False
3900,14,77.4,15.2,97.6,107.7,7.3,875.0,False
4000,0,4.5,222.0,231.5,256.2,433.8,300.0,True
4000,1,4.5,222.0,231.5,281.0,409.0,300.0,True
4000,2,138.7,4.5,148.2,233.4,556.2,200.5,True
4000,3,4.7,219.9,229.5,311.2,378.8,300.0,True
4000,4,138.7,4.5,148.2,283.4,506.2,200.5,True
4000,5,4.5,222.0,231.5,340.5,349.5,300.0,True
4000,6,138.7,4.5,148.2,333.4,456.2,200.5,True
4000,7,4.5,222.0,231.5,369.6,320.4,300.0,True
4000,8,138.7,4.5,148.2,383.4,406.2,200.5,True
4000,9,4.5,222.0,231.5,398.5,291.5,300.0,True
4000,10,138.7,4.5,148.2,433.4,356.2,200.5,True
4000,11,4.5,222.0,231.5,427.5,262.5,300.0,True
4000,12,138.7,4.5,148.2,483.4,306.2,200.5,True
4000,13,4.5,222.0,231.5,456.6,233.4,300.0,True
4000,14,138.7,4.5,148.2,533.4,256.2,200.5,True
4000,0,15.2,111.8,132.0,212.6,477.4,300.0,True
4000,1,15.2,111.8,132.0,337.6,352.4,300.0,True
4000,2,77.4,15.2,97.7,102.4,12.6,875.0,False
4000,3,15.2,111.7,132.0,462.6,227.4,300.0,True
4000,4,77.5,15.2,97.7,27.4,87.6,875.0,False
4000,5,15.2,111.8,132.0,587.6,102.4,300.0,False
4000,6,77.5,15.2,97.7,77.4,37.6,875.0,False
4000,7,15.2,111.8,132.0,12.6,27.4,950.0,False
4000,8,77.5,15.2,97.7,2.4,112.6,875.0,False
4000,9,15.2,111.8,132.1,37.6,2.4,950.0,False
4000,10,77.5,15.2,97.7,52.4,62.6,875.0,False
4000,11,15.2,111.9,132.1,12.6,27.4,950.0,False
4000,12,77.5,15.2,97.7,102.4,12.6,875.0,False
4000,13,15.2,111.8,132.1,87.6,602.4,300.0,True
4000,14,77.5,15.2,97.7,27.4,87.6,875.0,False
4100,0,4.5,222.0,231.5,381.2,308.8,300.0,True
4100,1,4.5,222.0,231.5,405.2,284.8,300.0,True
4100,2,138.7,4.5,148.2,108.5,681.2,200.3,False
4100,3,4.7,219.5,229.2,435.4,254.6,300.0,True
4100,4,138.7,4.5,148.2,158.5,631.2,200.3,True
4100,5,4.6,221.3,230.9,465.4,224.6,300.0,True
4100,6,138.7,4.5,148.2,208.5,581.2,200.3,True
4100,7,4.5,222.0,231.5,494.4,195.6,300.0,False
4100,8,138.7,4.5,148.2,258.5,531.2,200.3,True
4100,9,4.5,222.0,231.5,523.3,166.7,300.0,False
4100,10,138.7,4.5,148.2,308.5,481.2,200.3,True
4100,11,4.5,222.0,231.5,552.4,137.6,300.0,False
4100,12,138.7,4.5,148.2,358.5,431.2,200.3,True
4100,13,4.5,222.0,231.5,581.5,108.5,300.0,False
4100,14,138.7,4.5,148.2,408.5,381.2,200.3,True
4100,0,15.2,111.8,132.0,292.8,397.2,300.0,True
4100,1,15.2,111.8,132.1,417.8,272.2,300.0,True
4100,2,77.5,15.2,97.7,22.2,92.8,875.0,False
4100,3,15.2,111.8,132.1,542.8,147.2,300.0,True
4100,4,77.5,15.2,97.7,72.2,42.8,875.0,False
4100,5,15.2,111.8,132.1,667.8,22.2,300.0,False
4100,6,77.4,15.2,97.7,997.2,117.8,875.0,True
4100,7,15.2,111.8,132.0,42.8,997.2,950.0,True
4100,8,77.4,15.2,97.7,47.2,67.8,875.0,False
4100,9,15.2,111.8,132.0,17.8,22.2,950.0,False
4100,10,77.4,15.2,97.7,97.2,17.8,875.0,True
4100,11,15.2,111.8,132.0,42.8,647.2,300.0,True
4100,12,77.4,15.2,97.7,22.2,92.8,875.0,False
4100,13,15.2,111.8,132.0,167.8,522.2,300.0,True
4100,14,77.4,15.2,97.7,72.2,42.8,875.0,False
4200,0,4.5,222.0,231.5,506.2,183.8,300.0,False
4200,1,4.5,222.0,231.5,529.2,160.8,300.0,False
4200,2,138.7,4.5,148.2,12.7,6.4,970.9,False
4200,3,4.7,219.1,228.9,559.5,130.5,300.0,False
4200,4,138.7,4.5,148.2,33.6,756.2,200.2,False
4200,5,4.7,219.2,228.9,589.7,100.3,300.0,False
4200,6,138.7,4.5,148.2,83.6,706.2,200.2,False
4200,7,4.5,222.0,231.5,619.4,70.6,300.0,False
4200,8,138.7,4.5,148.2,133.6,656.2,200.2,False
4200,9,4.5,222.0,231.5,648.2,41.8,300.0,False
4200,10,138.7,4.5,148.2,183.6,606.2,200.2,True
4200,11,4.5,222.0,231.5,677.3,12.7,300.0,False
4200,12,138.7,4.5,148.2,233.6,556.2,200.2,True
4200,13,4.5,222.0,231.5,6.4,33.6,950.0,False
4200,14,138.7,4.5,148.2,283.6,506.2,200.2,True
4200,0,15.2,111.8,132.0,373.1,316.9,300.0,True
4200,1,15.2,111.8,132.0,498.1,191.9,300.0,True
4200,2,77.4,15.2,97.7,66.9,48.1,875.0,False
4200,3,15.2,111.8,132.0,623.1,66.9,300.0,False
4200,4,77.4,15.2,97.7,116.9,998.1,875.0,True
4200,5,15.2,111.8,132.0,998.1,41.9,950.0,False
4200,6,77.4,15.2,97.7,41.9,73.1,875.0,False
4200,7,15.2,111.8,132.0,23.1,16.9,950.0,False
4200,8,77.4,15.2,97.7,91.9,23.1,875.0,True
4200,9,15.2,111.8,132.0,998.1,691.9,300.0,True
4200,10,77.4,15.2,97.7,16.9,98.1,875.0,False
4200,11,15.2,111.8,132.0,123.1,566.9,300.0,True
4200,12,77.4,15.2,97.7,66.9,48.1,875.0,False
4200,13,15.2,111.8,132.0,248.1,441.9,300.0,True
4200,14,77.5,15.2,97.7,116.9,998.1,875.0,True
4300,0,4.5,222.0,231.5,631.2,58.8,300.0,False
4300,1,4.5,222.0,231.5,653.2,36.8,300.0,False
4300,2,136.8,4.8,146.6,6.5,13.7,969.8,False
4300,3,4.8,218.7,228.5,683.5,6.5,300.0,False
4300,4,136.9,4.5,146.4,996.1,23.0,970.8,True
4300,5,4.8,218.8,228.5,13.7,26.3,950.0,False
4300,6,138.7,4.5,148.2,17.0,2.2,970.9,False
4300,7,4.8,218.8,228.6,43.9,996.1,950.0,True
4300,8,138.7,4.5,148.2,8.8,781.2,200.0,False
4300,9,4.5,222.0,231.5,23.0,17.0,950.0,False
4300,10,138.7,4.5,148.2,58.8,731.2,200.0,False
4300,11,4.5,222.0,231.5,2.2,37.8,950.0,False
4300,12,138.7,4.5,148.2,108.8,681.2,200.0,False
4300,13,4.5,222.0,231.5,31.2,8.8,950.0,False
4300,14,138.7,4.5,148.2,158.8,631.2,200.0,True
4300,0,15.2,111.8,132.0,453.4,236.6,300.0,True
4300,1,15.2,111.8,132.0,578.4,111.6,300.0,False
4300,2,77.4,15.2,97.7,111.6,3.4,875.0,False
4300,3,15.2,111.8,132.0,3.4,36.6,950.0,False
4300,4,77.4,15.2,97.7,36.6,78.4,875.0,False
4300,5,15.2,111.8,132.0,28.4,11.6,950.0,False
4300,6,77.4,15.2,97.7,86.6,28.4,875.0,True
4300,7,15.2,111.8,132.0,3.4,36.6,950.0,False
4300,8,77.4,15.2,97.7,11.6,103.4,875.0,False
4300,9,15.2,111.8,132.0,78.4,611.6,300.0,True
4300,10,77.4,15.2,97.7,61.6,53.4,875.0,False
4300,11,15.2,111.8,132.0,203.4,486.6,300.0,True
4300,12,77.4,15.2,97.7,111.6,3.4,875.0,False
4300,13,15.2,111.8,132.0,328.4,361.6,300.0,True
4300,14,77.4,15.2,97.7,36.6,78.4,875.0,False
4400,0,4.5,222.0,231.5,6.2,33.8,950.0,False
4400,1,4.5,222.0,231.5,27.1,12.9,950.0,False
4400,2,138.7,4.5,148.2,733.9,56.2,199.9,True
4400,3,4.8,218.6,228.4,7.4,32.6,950.0,False
4400,4,138.7,4.5,148.2,783.9,6.2,199.9,True
4400,5,4.8,218.6,228.4,37.6,2.4,950.0,False
4400,6,138.7,4.8,148.4,12.9,7.4,969.7,False
4400,7,4.8,218.6,228.4,17.7,22.3,950.0,False
4400,8,136.8,4.8,146.6,2.4,17.7,969.8,False
4400,9,4.7,219.8,229.5,997.9,42.1,950.0,False
4400,10,136.8,4.7,146.5,22.3,997.9,969.9,False
4400,11,4.5,222.0,231.5,27.0,13.0,950.0,False
4400,12,138.7,4.5,148.2,13.0,6.1,970.9,False
4400,13,4.5,222.0,231.5,6.1,33.9,950.0,False
4400,14,138.7,4.5,148.2,33.9,756.2,199.9,False
4400,0,15.2,111.8,132.0,533.6,156.4,300.0,True
4400,1,15.2,111.8,132.0,658.6,31.4,300.0,False
4400,2,77.4,15.2,97.7,31.4,83.6,875.0,False
4400,3,15.2,111.8,132.0,33.6,6.4,950.0,False
4400,4,77.4,15.2,97.7,81.4,33.6,875.0,True
4400,5,15.2,111.8,132.0,8.6,31.4,950.0,False
4400,6,77.4,15.2,97.7,6.4,108.6,875.0,False
4400,7,15.2,111.8,132.0,33.6,656.4,300.0,True
4400,8,77.4,15.2,97.7,56.4,58.6,875.0,False
4400,9,15.2,111.8,132.0,158.6,531.4,300.0,True
4400,10,77.4,15.2,97.7,106.4,8.6,875.0,False
4400,11,15.2,111.8,132.0,283.6,406.4,300.0,True
4400,12,77.4,15.2,97.7,31.4,83.6,875.0,False
4400,13,15.2,111.8,132.0,408.6,281.4,300.0,True
4400,14,77.4,15.2,97.7,81.4,33.6,875.0,True
4500,0,4.5,222.0,231.5,31.2,8.8,950.0,False
4500,1,4.5,222.0,231.5,0.9,39.1,950.0,False
4500,2,138.7,4.5,148.2,609.1,181.2,199.8,True
4500,3,4.8,218.6,228.4,31.3,8.7,950.0,False
4500,4,138.7,4.5,148.2,659.1,131.2,199.8,True
4500,5,4.8,218.6,228.4,11.4,28.6,950.0,False
4500,6,138.7,4.5,148.2,709.1,81.2,199.8,True
4500,7,4.8,218.6,228.4,41.6,998.4,950.0,True
4500,8,138.7,4.5,148.2,759.1,31.2,199.8,True
4500,9,4.8,218.6,228.4,21.8,668.2,300.0,True
4500,10,138.7,4.5,148.2,8.8,0.9,980.2,False
4500,11,4.7,220.1,229.8,51.9,638.1,300.0,True
4500,12,136.8,4.8,146.6,8.7,11.4,969.8,False
4500,13,4.5,222.0,231.5,80.9,609.1,300.0,True
4500,14,136.8,4.8,146.6,998.4,21.8,969.8,True
4500,0,15.2,111.8,132.0,613.9,76.1,300.0,False
4500,1,15.2,111.8,132.0,38.9,1.1,950.0,False
4500,2,77.4,15.2,97.7,76.1,38.9,875.0,False
4500,3,15.2,111.8,132.0,13.9,26.1,950.0,False
4500,4,77.4,15.2,97.7,1.1,113.9,875.0,False
4500,5,15.2,111.8,132.0,38.9,1.1,950.0,False
4500,6,77.4,15.2,97.7,51.1,63.9,875.0,False
4500,7,15.2,111.8,132.0,113.9,576.1,300.0,True
4500,8,77.4,15.2,97.7,101.1,13.9,875.0,False
4500,9,15.2,111.8,132.0,238.9,451.1,300.0,True
4500,10,77.4,15.2,97.7,26.1,88.9,875.0,False
4500,11,15.2,111.8,132.0,363.9,326.1,300.0,True
4500,12,77.4,15.2,97.7,76.1,38.9,875.0,False
4500,13,15.2,111.8,132.0,488.9,201.1,300.0,True
4500,14,77.4,15.2,97.7,1.1,113.9,875.0,False
4600,0,4.5,222.0,231.5,6.2,683.8,300.0,True
4600,1,4.5,222.0,231.5,24.8,665.2,300.0,True
4600,2,138.2,4.5,147.7,484.1,306.2,199.7,True
4600,3,4.8,218.6,228.4,55.1,634.9,300.0,True
4600,4,138.2,4.5,147.7,534.1,256.2,199.7,True
4600,5,4.8,218.6,228.4,85.3,604.7,300.0,True
4600,6,138.2,4.5,147.7,584.1,206.2,199.7,True
4600,7,4.8,218.6,228.4,115.5,574.5,300.0,True
4600,8,138.2,4.5,147.7,634.1,156.2,199.7,True
4600,9,4.8,218.6,228.4,145.7,544.3,300.0,True
4600,10,138.2,4.5,147.7,684.1,106.2,199.7,True
4600,11,4.8,218.6,228.4,175.9,514.1,300.0,True
4600,12,138.2,4.5,147.7,734.1,56.2,199.7,True
4600,13,4.6,221.2,230.8,205.9,484.1,300.0,True
4600,14,138.2,4.5,147.7,784.1,6.2,199.7,True
4600,0,15.2,111.8,132.0,694.2,995.8,300.0,True
4600,1,15.2,111.8,132.0,19.2,20.8,950.0,False
4600,2,77.4,15.2,97.7,995.8,119.2,875.0,True
4600,3,15.2,111.8,132.0,44.2,995.8,950.0,True
4600,4,77.4,15.2,97.7,45.8,69.2,875.0,False
4600,5,15.2,111.8,132.0,69.2,620.8,300.0,True
4600,6,77.4,15.2,97.7,95.8,19.2,875.0,True
4600,7,15.2,111.8,132.0,194.2,495.8,300.0,True
4600,8,77.4,15.2,97.7,20.8,94.2,875.0,False
4600,9,15.2,111.8,132.0,319.2,370.8,300.0,True
4600,10,77.4,15.2,97.7,70.8,44.2,875.0,False
4600,11,15.2,111.8,132.0,444.2,245.8,300.0,True
4600,12,77.4,15.2,97.7,995.8,119.2,875.0,True
4600,13,15.2,111.8,132.0,569.2,120.8,300.0,True
4600,14,77.4,15.2,97.7,45.8,69.2,875.0,False
4700,0,4.5,222.0,231.5,131.2,558.8,300.0,True
4700,1,4.5,222.0,231.5,148.7,541.3,300.0,True
4700,2,136.8,4.5,146.3,360.1,431.2,198.7,True
4700,3,4.8,218.6,228.4,179.0,511.0,300.0,True
4700,4,136.8,4.5,146.3,410.1,381.2,198.7,True
4700,5,4.8,218.6,228.4,209.2,480.8,300.0,True
4700,6,136.8,4.5,146.3,460.1,331.2,198.7,True
4700,7,4.8,218.6,228.4,239.4,450.6,300.0,True
4700,8,136.8,4.5,146.3,510.1,281.2,198.7,True
4700,9,4.8,218.6,228.4,269.5,420.5,300.0,True
4700,10,136.8,4.5,146.3,560.1,231.2,198.7,True
4700,11,4.8,218.6,228.4,299.7,390.3,300.0,True
4700,12,136.8,4.5,146.3,610.1,181.2,198.7,True
4700,13,4.8,218.6,228.4,329.9,360.1,300.0,True
4700,14,136.8,4.5,146.3,660.1,131.2,198.7,True
4700,0,15.2,111.8,132.0,24.4,15.6,950.0,False
4700,1,15.2,111.8,132.0,999.4,40.6,950.0,False
4700,2,77.4,15.2,97.7,40.6,74.4,875.0,False
4700,3,15.2,111.8,132.0,24.4,665.6,300.0,True
4700,4,77.4,15.2,97.7,90.6,24.4,875.0,True
4700,5,15.2,111.8,132.0,149.4,540.6,300.0,True
4700,6,77.4,15.2,97.7,15.6,99.4,875.0,False
4700,7,15.2,111.8,132.0,274.4,415.6,300.0,True
4700,8,77.4,15.2,97.7,65.6,49.4,875.0,False
4700,9,15.2,111.8,132.0,399.4,290.6,300.0,True
4700,10,77.4,15.2,97.7,115.6,999.4,875.0,True
4700,11,15.2,111.8,132.0,524.4,165.6,300.0,True
4700,12,77.4,15.2,97.7,40.6,74.4,875.0,False
4700,13,15.2,111.8,132.0,649.4,40.6,300.0,False
4700,14,77.4,15.2,97.7,90.6,24.4,875.0,True
4800,0,4.5,222.0,231.5,256.2,433.8,300.0,True
4800,1,4.5,222.0,231.5,272.6,417.4,300.0,True
4800,2,136.8,4.5,146.3,236.2,556.2,197.6,True
4800,3,4.8,218.6,228.4,302.9,387.1,300.0,True
4800,4,136.8,4.5,146.3,286.2,506.2,197.6,True
4800,5,4.8,218.6,228.4,333.1,356.9,300.0,True
4800,6,136.8,4.5,146.3,336.2,456.2,197.6,True
4800,7,4.8,218.6,228.4,363.2,326.8,300.0,True
4800,8,136.8,4.5,146.3,386.2,406.2,197.6,True
4800,9,4.8,218.6,228.4,393.4,296.6,300.0,True
4800,10,136.8,4.5,146.3,436.2,356.2,197.6,True
4800,11,4.8,218.6,228.4,423.6,266.4,300.0,True
4800,12,136.8,4.5,146.3,486.2,306.2,197.6,True
4800,13,4.8,218.6,228.4,453.8,236.2,300.0,True
4800,14,136.8,4.5,146.3,536.2,256.2,197.6,True
4800,0,15.2,111.8,132.0,4.7,35.3,950.0,False
4800,1,15.2,111.8,132.0,29.7,10.3,950.0,False
4800,2,77.4,15.2,97.7,85.3,29.7,875.0,True
4800,3,15.2,111.8,132.0,104.7,585.3,300.0,True
4800,4,77.4,15.2,97.7,10.3,104.7,875.0,False
4800,5,15.2,111.8,132.0,229.7,460.3,300.0,True
4800,6,77.4,15.2,97.7,60.3,54.7,875.0,False
4800,7,15.2,111.8,132.0,354.7,335.3,300.0,True
4800,8,77.4,15.2,97.7,110.3,4.7,875.0,False
4800,9,15.2,111.8,132.0,479.7,210.3,300.0,True
4800,10,77.4,15.2,97.7,35.3,79.7,875.0,False
4800,11,15.2,111.8,132.0,604.7,85.3,300.0,False
4800,12,77.4,15.2,97.7,85.3,29.7,875.0,True
4800,13,15.2,111.8,132.0,29.7,10.3,950.0,False
4800,14,77.4,15.2,97.7,10.3,104.7,875.0,False
4900,0,4.5,222.0,231.5,381.2,308.8,300.0,True
4900,1,4.5,222.0,231.5,396.4,293.6,300.0,True
4900,2,136.8,4.5,146.3,112.3,681.2,196.5,False
4900,3,4.8,218.6,228.4,426.8,263.2,300.0,True
4900,4,136.8,4.5,146.3,162.3,631.2,196.5,True
4900,5,4.8,218.6,228.4,456.9,233.1,300.0,True
4900,6,136.8,4.5,146.3,212.3,581.2,196.5,True
4900,7,4.8,218.6,228.4,487.1,202.9,300.0,False
4900,8,136.8,4.5,146.3,262.3,531.2,196.5,True
4900,9,4.8,218.6,228.4,517.3,172.7,300.0,False
4900,10,136.8,4.5,146.3,312.3,481.2,196.5,True
4900,11,4.8,218.6,228.4,547.5,142.5,300.0,False
4900,12,136.8,4.5,146.3,362.3,431.2,196.5,True
4900,13,4.8,218.6,228.4,577.7,112.3,300.0,False
4900,14,136.8,4.5,146.3,412.3,381.2,196.5,True
4900,0,15.2,111.8,132.0,34.9,5.1,950.0,False
4900,1,15.2,111.8,132.0,59.9,630.1,300.0,True
4900,2,77.4,15.2,97.7,5.1,109.9,875.0,False
4900,3,15.2,111.8,132.0,184.9,505.1,300.0,True
4900,4,77.4,15.2,97.7,55.1,59.9,875.0,False
4900,5,15.2,111.8,132.0,309.9,380.1,300.0,True
4900,6,77.4,15.2,97.7,105.1,9.9,875.0,False
4900,7,15.2,111.8,132.0,434.9,255.1,300.0,True
4900,8,77.4,15.2,97.7,30.1,84.9,875.0,False
4900,9,15.2,111.8,132.0,559.9,130.1,300.0,True
4900,10,77.4,15.2,97.7,80.1,34.9,875.0,True
4900,11,15.2,111.8,132.0,684.9,5.1,300.0,False
4900,12,77.4,15.2,97.7,5.1,109.9,875.0,False
4900,13,15.2,111.8,132.0,9.9,30.1,950.0,False
4900,14,77.4,15.2,97.7,55.1,59.9,875.0,False
5000,0,4.5,222.0,231.5,506.2,183.8,300.0,False
5000,1,4.5,222.0,231.5,520.3,169.7,300.0,False
5000,2,136.8,4.8,146.6,18.6,1.5,969.8,False
5000,3,4.8,218.6,228.4,550.6,139.4,300.0,False
5000,4,136.8,4.5,146.3,38.5,756.2,195.4,False
